published_at,comment_text,label,cleaned_text,normalized_comment,cleaned_text2,no_stopwords,stemmed_text,no_stopwords2,tokenize_text
2025-05-25 18:55:02,"Saran utk tim dedi mulyadi, ditambahkan subtitle bhs indo ya, krn yg suka nonton dedi mulyadi ga cuman jabar aja ❤",2,saran utk tim dedi mulyadi ditambahkan subtitle bhs indo ya krn yg suka nonton dedi mulyadi ga cuman jabar aja,saran untuk tim dedi mulyadi ditambahkan subtitle bhs indonesia iya karena yang suka nonton dedi mulyadi tidak Cuma jawa barat saja,saran untuk tim dedi mulyadi ditambahkan subtitle bhs indonesia iya karena yang suka nonton dedi mulyadi tidak cuma jawa barat saja,saran tim subtitle bhs suka nonton,saran tim subtitle bhs suka nonton,saran tim subtitle bhs suka nonton,"['saran', 'tim', 'subtitle', 'bhs', 'suka', 'nonton']"
2025-05-25 07:43:26,Apakah itu hanya berlaku di jabar😢,1,apakah itu hanya berlaku di jabar,apakah itu hanya berlaku di jawa barat,apakah itu hanya berlaku di jawa barat,berlaku,laku,laku,['laku']
2025-05-25 05:32:25,dedi mulyadi.... Tolong bawa ank saya ke Barak.. Dr bangun tidur sampe merem. Main HP mulu.. Susah dibilangin... Tapi saya orang JATENG😂😂😂,1,dedi mulyadi tolong bawa ank saya ke barak dr bangun tidur sampe merem main hp mulu susah dibilangin tapi saya orang jateng,dedi mulyadi tolong bawa anak saya kah barak dari bangun tidur sampai menutup mata main hp melulu susah dibilangin tapi saya orang jawa tengah,dedi mulyadi tolong bawa anak saya kah barak dari bangun tidur sampai menutup mata main hp melulu susah dibilangin tapi saya orang jawa tengah,bawa bangun tidur menutup mata main hp melulu susah dibilangin,bawa bangun tidur tutup mata main hp melulu susah dibilangin,bangun tidur tutup mata main hp melulu susah dibilangin,"['bangun', 'tidur', 'tutup', 'mata', 'main', 'hp', 'melulu', 'susah', 'dibilangin']"
2025-05-25 05:21:59,KEEEREEEEENNNNN SEHAT SELALU BAPAK DAN REKAN2 TNI SEMUAAAAAA AKU IKUT HAPPY NONTON INI,1,keeereeeeennnnn sehat selalu bapak dan rekan tni semuaaaaaa aku ikut happy nonton ini,keeereeeeennnnn sehat selalu bapak dan rekan tentara nasional indonesia semuaaaaaa aku ikut bahagia nonton ini,keeereeeeennnnn sehat selalu bapak dan rekan tentara nasional indonesia semuaaaaaa aku ikut bahagia nonton ini,keeereeeeennnnn sehat rekan tentara nasional semuaaaaaa bahagia nonton,keeereeeeennnnn sehat rekan tentara nasional semuaaaaaa bahagia nonton,keeereeeeennnnn rekan semuaaaaaa bahagia nonton,"['keeereeeeennnnn', 'rekan', 'semuaaaaaa', 'bahagia', 'nonton']"
2025-05-25 04:26:18,Sy warga Jatim boleh ikutgak pak dibarak militer jabar usia saya 26🎉❤,1,sy warga jatim boleh ikutgak pak dibarak militer jabar usia saya,saya warga jawa timur boleh ikutgak pak dibarak militer jawa barat usia saya,saya warga jawa timur boleh ikutgak pak dibarak militer jawa barat usia saya,warga timur ikutgak dibarak usia,warga timur ikutgak barak usia,ikutgak usia,"['ikutgak', 'usia']"
2025-05-25 03:27:52,Nangis😭 gak ngerti ngomong apa,2,nangis gak ngerti ngomong apa,menangis tidak mengerti bicara apa,menangis tidak mengerti bicara apa,menangis mengerti bicara,menang erti bicara,menang erti,"['menang', 'erti']"
2025-05-24 15:49:09,"Syaa juga lebih milih di barak dri pada di pondok,, ngerii uiiii  sisi  gelap  pondok",2,syaa juga lebih milih di barak dri pada di pondok ngerii uiiii sisi gelap pondok,syaa juga lebih milih di barak dari pada di pondok ngerii uiiii sisi gelap pondok,syaa juga lebih milih di barak dari pada di pondok ngerii uiiii sisi gelap pondok,syaa milih pondok ngerii uiiii sisi gelap pondok,syaa milih pondok ngeri uiiii sisi gelap pondok,syaa milih pondok ngeri uiiii sisi gelap pondok,"['syaa', 'milih', 'pondok', 'ngeri', 'uiiii', 'sisi', 'gelap', 'pondok']"
2025-05-24 09:27:32,"ijin dedi mulyadi boleh diksi translate, kami kami yang diluar jabar gak ngerti😢",2,ijin dedi mulyadi boleh diksi translate kami kami yang diluar jabar gak ngerti,ijin dedi mulyadi boleh diksi terjemahkan kami kami yang diluar jawa barat tidak mengerti,ijin dedi mulyadi boleh diksi terjemahkan kami kami yang diluar jawa barat tidak mengerti,ijin diksi terjemahkan diluar mengerti,ijin diksi terjemah luar erti,ijin diksi terjemah erti,"['ijin', 'diksi', 'terjemah', 'erti']"
2025-05-24 07:51:14,Pak tolong pikirkan pedagang kaki lima pak yang mangkal d pigir jalan .Jagan d gusur TPI d tata .  Tolong d perhatikan kita mau bayar am pemerintah jdi masok kas Jabar,2,pak tolong pikirkan pedagang kaki lima pak yang mangkal d pigir jalan jagan d gusur tpi d tata tolong d perhatikan kita mau bayar am pemerintah jdi masok kas jabar,pak tolong pikirkan pedagang kaki lima pak yang mangkal di pigir jalan jagan di gusur tetapi di tata tolong di perhatikan kita mau bayar am pemerintah jadi masok kas jawa barat,pak tolong pikirkan pedagang kaki lima pak yang mangkal di pigir jalan jagan di gusur tetapi di tata tolong di perhatikan kita mau bayar am pemerintah jadi masok kas jawa barat,pikirkan pedagang kaki mangkal pigir jalan jagan gusur tata perhatikan bayar am pemerintah masok kas,pikir dagang kaki mangkal pigir jalan jagan gusur tata perhati bayar am perintah masok kas,dagang kaki mangkal pigir jagan gusur tata perhati bayar am perintah masok kas,"['dagang', 'kaki', 'mangkal', 'pigir', 'jagan', 'gusur', 'tata', 'perhati', 'bayar', 'am', 'perintah', 'masok', 'kas']"
2025-05-24 05:39:44,"Setuju,,demi perubahan masyarakat ke jln yg bener ya,,aminn dan suka membantu rakyat miskin",1,setujudemi perubahan masyarakat ke jln yg bener yaaminn dan suka membantu rakyat miskin,setujudemi perubahan masyarakat kah jalan yang benar yaaminn dan suka membantu rakyat miskin,setujudemi perubahan masyarakat kah jalan yang benar yaaminn dan suka membantu rakyat miskin,setujudemi perubahan masyarakat jalan yaaminn suka membantu rakyat miskin,setujudemi ubah masyarakat jalan yaaminn suka bantu rakyat miskin,setujudemi yaaminn suka miskin,"['setujudemi', 'yaaminn', 'suka', 'miskin']"
2025-05-24 04:28:37,Ijin dikasih sunbtitle tim. Biar kita paham dn ngerti artinya yg diluar sunda terimakasih,2,ijin dikasih sunbtitle tim biar kita paham dn ngerti artinya yg diluar sunda terimakasih,ijin dikasih sunbtitle tim biar kita paham dan mengerti artinya yang diluar sunda terima kasih,ijin dikasih sunbtitle tim biar kita paham dan mengerti artinya yang diluar sunda terima kasih,ijin dikasih sunbtitle tim paham mengerti diluar sunda terima kasih,ijin kasih sunbtitle tim paham erti luar sunda terima kasih,ijin kasih sunbtitle tim paham erti sunda terima kasih,"['ijin', 'kasih', 'sunbtitle', 'tim', 'paham', 'erti', 'sunda', 'terima', 'kasih']"
2025-05-23 16:02:41,AKU YAKIN GENERASI BAKALAN JADI ORANG YG PUNYA PENDIRIAN KERASS DAN SUKSESSSS🎉,1,aku yakin generasi bakalan jadi orang yg punya pendirian kerass dan suksessss,aku yakin generasi akan jadi orang yang punya pendirian kerass dan suksessss,aku yakin generasi akan jadi orang yang punya pendirian kerass dan suksessss,generasi pendirian kerass suksessss,generasi diri kerass suksessss,kerass suksessss,"['kerass', 'suksessss']"
2025-05-23 12:04:34,asalamualaikum pa bawa bapa Abi KA barak bisa Te pa soalna ges cape ey pa,1,asalamualaikum pa bawa bapa abi ka barak bisa te pa soalna ges cape ey pa,asalamualaikum apa bawa bapak abi ke barak bisa te apa soalna ges capai ey apa,asalamualaikum apa bawa bapak abi ke barak bisa te apa soalna ges capai ey apa,asalamualaikum bawa abi te soalna ges capai,asalamualaikum bawa abi te soalna ges capai,asalamualaikum abi te soalna ges capai,"['asalamualaikum', 'abi', 'te', 'soalna', 'ges', 'capai']"
2025-05-23 01:31:06,dedi mulyadi.  Boleh ga  anak saya ikut d barak militer  udh lulus kuliah,1,dedi mulyadi boleh ga anak saya ikut d barak militer udh lulus kuliah,dedi mulyadi boleh tidak anak saya ikut di barak militer sudah lulus kuliah,dedi mulyadi boleh tidak anak saya ikut di barak militer sudah lulus kuliah,lulus kuliah,lulus kuliah,kuliah,['kuliah']
2025-05-22 18:00:47,Assalamu&#39;alaikum bapak dedi mulyadu mulyadi saya warga Jakarta dan saya mau mengikuti progam anak nakal karna saya punya anak yg berumur 6 tahun susah banget di suruh tdur malam hapir setiap malam dia ga pernah tidur malam,1,assalamualaikum bapak dedi mulyadu mulyadi saya warga jakarta dan saya mau mengikuti progam anak nakal karna saya punya anak yg berumur tahun susah banget di suruh tdur malam hapir setiap malam dia ga pernah tidur malam,assalamualaikum bapak dedi mulyadi mulyadi saya warga jakarta dan saya mau mengikuti progam anak nakal karena saya punya anak yang berumur tahun susah banget di suruh tdur malam hapir setiap malam dia tidak pernah tidur malam,assalamualaikum bapak dedi mulyadi mulyadi saya warga jakarta dan saya mau mengikuti progam anak nakal karena saya punya anak yang berumur tahun susah banget di suruh tdur malam hapir setiap malam dia tidak pernah tidur malam,assalamualaikum warga jakarta mengikuti progam berumur susah suruh tdur malam hapir malam tidur malam,assalamualaikum warga jakarta ikut progam umur susah suruh tdur malam hapir malam tidur malam,assalamualaikum progam umur susah suruh tdur malam hapir malam tidur malam,"['assalamualaikum', 'progam', 'umur', 'susah', 'suruh', 'tdur', 'malam', 'hapir', 'malam', 'tidur', 'malam']"
2025-05-22 14:19:49,Ass... Pak.. kmha cara na ponakan Abi tos teu gaduh bapa.. tpi murangkalih na bandel na minta ampun... Tara sakola.. KA kolot ngalawan..    KA kolot tos teu ngahargaan...  Manawi tiasa ngabantos ...  Kumha cara daptar na.. supaya di masuken KA Barak ... Atau hubungi kasa...  Hawatos KA orang tua na,1,ass pak kmha cara na ponakan abi tos teu gaduh bapa tpi murangkalih na bandel na minta ampun tara sakola ka kolot ngalawan ka kolot tos teu ngahargaan manawi tiasa ngabantos kumha cara daptar na supaya di masuken ka barak atau hubungi kasa hawatos ka orang tua na,ass pak kmha cara nya ponakan abi sudah tidak punya bapak tetapi murangkalih nya nakal nya minta ampun tara sekolah ke kolot ngalawan ke kolot sudah tidak ngahargaan manawi tiasa ngabantos kumha cara daptar nya supaya di masuken ke barak atau hubungi kasa hawatos ke orang tua nya,ass pak kmha cara nya ponakan abi sudah tidak punya bapak tetapi murangkalih nya nakal nya minta ampun tara sekolah ke kolot ngalawan ke kolot sudah tidak ngahargaan manawi tiasa ngabantos kumha cara daptar nya supaya di masuken ke barak atau hubungi kasa hawatos ke orang tua nya,ass kmha ponakan abi murangkalih ampun tara sekolah kolot ngalawan kolot ngahargaan manawi tiasa ngabantos kumha daptar masuken hubungi kasa hawatos,ass kmha ponakan abi murangkalih ampun tara sekolah kolot ngalawan kolot ngahargaan manawi tiasa ngabantos kumha daptar masuken hubung kasa hawatos,ass kmha ponakan abi murangkalih ampun tara kolot ngalawan kolot ngahargaan manawi tiasa ngabantos kumha daptar masuken hubung kasa hawatos,"['ass', 'kmha', 'ponakan', 'abi', 'murangkalih', 'ampun', 'tara', 'kolot', 'ngalawan', 'kolot', 'ngahargaan', 'manawi', 'tiasa', 'ngabantos', 'kumha', 'daptar', 'masuken', 'hubung', 'kasa', 'hawatos']"
2025-05-22 13:52:33,KPAI cocotan doang tindakan tidak ada komentar doang 😅😅😅,1,kpai cocotan doang tindakan tidak ada komentar doang,komisi perlindungan anak indonesia cocotan saja tindakan tidak ada komentar saja,komisi perlindungan anak indonesia cocotan saja tindakan tidak ada komentar saja,komisi perlindungan cocotan tindakan komentar,komisi lindung cocotan tindak komentar,cocotan tindak,"['cocotan', 'tindak']"
2025-05-22 13:51:34,"Pak saya asli dari Medan Sumatera Utara ,izin pak🙏🙏 Saya berharap pak melalui program barak militer ini dapat membantu adik saya salah satu  dari penyalahgunaan Narkoba,saya ingin adik saya memiliki hidup yg berarti ,hanya Dia satu²nya adik laki² yg saya miliki,Mohon pak Bapak bisa membantu menyelamatkan masa depan adikku Erlan ,tolong saya pak🙏🙏🙏, kami dari keluarga yg tidak mampu untuk merehabnya di rehabilitas BNN Saya mohon pak bantu kami pak🙏🙏🙏",1,pak saya asli dari medan sumatera utara izin pak saya berharap pak melalui program barak militer ini dapat membantu adik saya salah satu dari penyalahgunaan narkobasaya ingin adik saya memiliki hidup yg berarti hanya dia satunya adik laki yg saya milikimohon pak bapak bisa membantu menyelamatkan masa depan adikku erlan tolong saya pak kami dari keluarga yg tidak mampu untuk merehabnya di rehabilitas bnn saya mohon pak bantu kami pak,pak saya asli dari medan sumatera utara izin pak saya berharap pak melalui program barak militer ini dapat membantu adik saya salah satu dari penyalahgunaan narkobasaya ingin adik saya memiliki hidup yang berarti hanya dia satunya adik laki yang saya milikimohon pak bapak bisa membantu menyelamatkan masa depan adikku erlan tolong saya pak kami dari keluarga yang tidak mampu untuk merehabnya di rehabilitas bnn saya mohon pak bantu kami pak,pak saya asli dari medan sumatera utara izin pak saya berharap pak melalui program barak militer ini dapat membantu adik saya salah satu dari penyalahgunaan narkobasaya ingin adik saya memiliki hidup yang berarti hanya dia satunya adik laki yang saya milikimohon pak bapak bisa membantu menyelamatkan masa depan adikku erlan tolong saya pak kami dari keluarga yang tidak mampu untuk merehabnya di rehabilitas bnn saya mohon pak bantu kami pak,asli medan sumatera utara izin berharap membantu adik salah penyalahgunaan narkobasaya adik memiliki hidup satunya adik laki milikimohon membantu menyelamatkan adikku erlan keluarga merehabnya rehabilitas bnn mohon bantu,asli medan sumatera utara izin harap bantu adik salah penyalahgunaan narkobasaya adik milik hidup satu adik laki milikimohon bantu selamat adik erlan keluarga rehab rehabilitas bnn mohon bantu,asli medan sumatera utara izin harap salah penyalahgunaan narkobasaya milik hidup laki milikimohon selamat erlan rehab rehabilitas bnn mohon,"['asli', 'medan', 'sumatera', 'utara', 'izin', 'harap', 'salah', 'penyalahgunaan', 'narkobasaya', 'milik', 'hidup', 'laki', 'milikimohon', 'selamat', 'erlan', 'rehab', 'rehabilitas', 'bnn', 'mohon']"
2025-05-22 13:27:14,Sy sllu nonton programnya pak dedi mulyadi krn program nya bgs ..dan bermanfaat,2,sy sllu nonton programnya pak dedi mulyadi krn program nya bgs dan bermanfaat,saya selalu nonton programnya pak dedi mulyadi karena program nya bagus dan bermanfaat,saya selalu nonton programnya pak dedi mulyadi karena program nya bagus dan bermanfaat,nonton programnya bagus bermanfaat,nonton program bagus manfaat,nonton bagus manfaat,"['nonton', 'bagus', 'manfaat']"
2025-05-22 08:30:07,Pak Dedi atuh anak sy jemput TOS jangar yeuh menurut wae DA di Padalarang mah blm terselenggara BM nya 🙏🙏,1,pak dedi atuh anak sy jemput tos jangar yeuh menurut wae da di padalarang mah blm terselenggara bm nya,pak dedi kalau begitu anak saya jemput sudah jangar yeuh menurut saja da di padalarang mah belum terselenggara bm nya,pak dedi kalau begitu anak saya jemput sudah jangar yeuh menurut saja da di padalarang mah belum terselenggara bm nya,jemput jangar yeuh da padalarang terselenggara bm,jemput jangar yeuh da padalarang selenggara bm,jemput jangar yeuh da padalarang selenggara bm,"['jemput', 'jangar', 'yeuh', 'da', 'padalarang', 'selenggara', 'bm']"
2025-05-22 07:02:44,"Kumaha w cara na atuh kang wios aya di jakarta g ,,jemput w budak abi ka barak kang ameh di warah kang",1,kumaha w cara na atuh kang wios aya di jakarta g jemput w budak abi ka barak kang ameh di warah kang,bagaimana w cara nya kalau begitu kang wios aya di jakarta tidak jemput w anak abi ke barak kang ameh di warah kang,bagaimana w cara nya kalau begitu kang wios aya di jakarta tidak jemput w anak abi ke barak kang ameh di warah kang,w wios aya jakarta jemput w abi ameh warah,w wios aya jakarta jemput w abi ameh warah,w wios aya jemput w abi ameh warah,"['w', 'wios', 'aya', 'jemput', 'w', 'abi', 'ameh', 'warah']"
2025-05-22 07:01:47,"Tulungan abi atuh dedi mulyadi,,budak abi baong kedul sakola jaba bayar sakola mahal,candak w ka barak ,,tapi abi aya di jakarta tulungan abi kang abi teh single parent jaba geringan wae kang,,tulungan abi dedi mulyadi serius,,tos taak abi kang",1,tulungan abi atuh dedi mulyadibudak abi baong kedul sakola jaba bayar sakola mahalcandak w ka barak tapi abi aya di jakarta tulungan abi kang abi teh single parent jaba geringan wae kangtulungan abi dedi mulyadi seriustos taak abi kang,tulungan abi kalau begitu dedi mulyadibudak abi baong kedul sekolah jaba bayar sekolah mahalcandak w ke barak tapi abi aya di jakarta tulungan abi kang abi kakak perempuan single parent jaba geringan saja kangtulungan abi dedi mulyadi seriustos taak abi kang,tulungan abi kalau begitu dedi mulyadibudak abi baong kedul sekolah jaba bayar sekolah mahalcandak w ke barak tapi abi aya di jakarta tulungan abi kang abi kakak perempuan single parent jaba geringan saja kangtulungan abi dedi mulyadi seriustos taak abi kang,tulungan abi mulyadibudak abi baong kedul sekolah jaba bayar sekolah mahalcandak w abi aya jakarta tulungan abi abi kakak perempuan single parent jaba geringan kangtulungan abi seriustos taak abi,tulungan abi mulyadibudak abi baong kedul sekolah jaba bayar sekolah mahalcandak w abi aya jakarta tulungan abi abi kakak perempuan single parent jaba gering kangtulungan abi seriustos taak abi,tulungan abi mulyadibudak abi baong kedul jaba bayar mahalcandak w abi aya tulungan abi abi kakak perempuan single parent jaba gering kangtulungan abi seriustos taak abi,"['tulungan', 'abi', 'mulyadibudak', 'abi', 'baong', 'kedul', 'jaba', 'bayar', 'mahalcandak', 'w', 'abi', 'aya', 'tulungan', 'abi', 'abi', 'kakak', 'perempuan', 'single', 'parent', 'jaba', 'gering', 'kangtulungan', 'abi', 'seriustos', 'taak', 'abi']"
